hotel_id,name,city,google_rating,price_per_night_inr,amenities,source,total_reviews,condition_label,description
5622,Sony Service Appartment,Bangalore,8.0,,,booking,1.0,Very good,"Set in Bangalore, 3.6 km from Chinnaswamy Stadium and 4 km from Brigade Road, Sony Service Appartment provides accommodation with amenities such as free WiFi and a flat-screen TV."
5623,Sophiya Suites,Cochin,8.7,,,booking,97.0,Fabulous,"Sophiya Suites is located in Cochin, 16 km from Cochin Shipyard, 1.4 km from CUSAT, as well as 3.7 km from Kerala Museum."
5624,Soukyam Hotel,Kolkata,8.4,,,booking,30.0,Very good,Travel Sustainable property
5625,"Soul, Varkala - Black Beach",varkala,4.3,1120.0,"0, 0, 0, 0, 0, 0, 0, 0, 0",google,,,
5626,Soundarya Hotel,Bangalore,7.3,,,booking,37.0,Good,"Situated in Bangalore, 8.5 km from Yeswanthpur Railway Station, Soundarya Hotel features views of the city."
5627,SOURAV PARK INN,Agra,1.0,,,booking,1.0,Review score,Travel Sustainable property
5628,South Gate Residency,Cochin,7.1,,,booking,349.0,Good,Travel Sustainable property
5629,Southcanal Holidays,Alleppey,7.7,,,booking,43.0,Good,"Offering free bikes, Southcanal Holidays is located in Alleppey. Free WiFi access is available. Each room here will provide you with a TV and cable channels. Private bathroom also comes with a shower...."
5630,Southern Panorama Houseboats,Alleppey,7.8,,,booking,79.0,Good,"Featuring a 500 capacity conference facility and free WiFi, Southern Panorama Houseboats offers accommodation in Alleppey, 800 metres from Nehru Trophy Boat Race."
5631,Southern Plaza,Kolkata,7.1,,,booking,76.0,Good,"Southern Plaza is located in South Kolkata, in a neighbourhood with greenery and tree-lined avenues. Just 270 metres from Dhakuria Lake, it features a restaurant and free internet in rooms."
5632,"Southern Star,Bangalore",Bangalore,7.0,,,booking,199.0,Good,Travel Sustainable property
5633,souvenir peppermint hotel,Jaipur,,,,booking,,,"Located in Jaipur, 4.1 km from City Palace, souvenir peppermint hotel provides accommodation with an outdoor swimming pool, free private parking, a terrace and a restaurant."
5634,Spacious 1 BHK Apartment In Prime Location Andheri,Mumbai,,,,booking,,,"Spacious 1 BHK Apartment In Prime Location Andheri is set in the Andheri district of Mumbai, 2.6 km from ISKCON, 3.5 km from Prithvi Theatre and 4.9 km from Bombay Exhibition Centre."
5635,"Spacious 1 room in a 2 bhk with Wifi, Kitchen & Washing Machine",Bangalore,,,,booking,,,"Within 10 km of Commercial Street and 11 km of Brigade Road, Spacious 1 room in a 2 bhk with Wifi, Kitchen & Washing Machine offers free WiFi and a terrace."
5636,Spacious 3BHK House opp South City Mall,Kolkata,,,,booking,9.0,Superb 9.0,"Situated in Kolkata, within 3.8 km of Kalighat Kali Temple and 5.6 km of Indian Museum, Spacious 3BHK House opp South City Mall offers accommodation with free WiFi, air conditioning and a terrace."
5637,Spacious Open Living in City Centre MG Rd Best Budget Value,Pune,,,,booking,,,"Situated 1.7 km from Pune Railway Station, 2.9 km from Srimant Dagadusheth Halwai Ganapati Temple and 3.9 km from Pataleshwar Cave Temple, Spacious Open Living in City Centre MG Rd Best Budget Value..."
5638,Spacious room with bed and breakfast in Gachibowli,Hyderabad,8.0,,,booking,1.0,Very good,Travel Sustainable property
5639,"Sparrow Residency, Alwar",Alwar,,,,booking,,,"Situated in Alwar, Sparrow Residency, Alwar features 4-star accommodation with private terraces. This 4-star hotel offers room service and a 24-hour front desk."
5640,Sparsa Kanyakumari,kanyakumari,3.8,2192.0,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",google,,,
5641,Sparsh Villa,Alibag,,,,booking,,,"Situated in Alibag, just 2.2 km from Nagaon Beach, Sparsh Villa features accommodation with an outdoor swimming pool, a terrace and free WiFi."
5642,Spice Coast Cruises - Houseboat,Alleppey,9.3,,,booking,36.0,Superb,Travel Sustainable property
5643,SPLENDID SHUBHAM SERVICED APARTMENTS,Bangalore,9.1,,,booking,40.0,Superb,"Situated in Bangalore in the Karnataka region, SPLENDID SHUBHAM SERVICED APARTMENTS features accommodation with free WiFi and free private parking."
5644,SPOT ON 37214 Classic Lodge,Hyderabad,4.5,,,booking,25.0,Review score,"Situated in Hyderabad, 1.2 km from AP State Archaeology Museum, SPOT ON 37214 Classic Lodge features rooms with air conditioning. This 2-star hotel offers room service and a 24-hour front desk."
5645,SPOT ON 39880 Hotel Decent,Anand,,,,booking,,,"Featuring 2-star accommodation, SPOT ON 39880 Hotel Decent is situated in Anand, 1.9 km from Anand Railway Station and 40 km from Vadodara Railway Station."
5646,SPOT ON 43285 Hotel Anand Palace,AlÄ«garh,4.0,,,booking,3.0,Review score,"Located 3.8 km from Aligarh Muslim University, SPOT ON 43285 Hotel Anand Palace provides rooms with air conditioning in AlÄ«garh. This 2-star hotel offers room service and a 24-hour front desk."
5647,SPOT ON 65553 Star Royal,Mumbai,5.5,,,booking,2.0,Review score,SPOT ON 65553 Star Royal features air-conditioned rooms with cable TV in the Andheri district of Mumbai.
5648,SPOT ON 66826 Fousiya Mansion,Chennai,,,,booking,,,"Offering air-conditioned rooms in the Central Chennai district of Chennai, SPOT ON 66826 Fousiya Mansion is 2.5 km from Fort Museum. This 3-star hotel offers room service and a 24-hour front desk."
5649,SPOT ON 69078 New Maa Tara Guest House,Kolkata,3.5,,,booking,2.0,Review score,"Set in Kolkata, 600 metres from Sealdah Railway Station, SPOT ON 69078 New Maa Tara Guest House offers rooms with air conditioning."
5650,SPOT ON 70097 Jwala Lodge,Lucknow,1.0,,,booking,3.0,Review score,"Featuring 3-star accommodation, SPOT ON 70097 Jwala Lodge is located in Lucknow, 4 km from Lucknow University and 1.2 km from Lucknow Junction Railway Station."
5651,SPOT ON 80753 Blue Star Lodge,Hyderabad,,,,booking,,,"Offering air-conditioned rooms in the Nampally district of Hyderabad, SPOT ON 80753 Blue Star Lodge is 2.5 km from Ravindra Bharathi."
5652,SPOT ON 80767 Karthik Hotel And Restaurant,AlÄ«garh,,,,booking,,,"Situated 25 km from Aligarh Muslim University, SPOT ON 80767 Karthik Hotel And Restaurant features rooms with air conditioning in AlÄ«garh."
5653,SPOT ON 80815 Hans Retreat,Pune,5.5,,,booking,2.0,Review score,"Set 10 km from Raja Dinkar Kelkar Museum, SPOT ON 80815 Hans Retreat offers rooms with air conditioning in Pune. This 3-star hotel offers room service, a 24-hour front desk and free WiFi."
5654,SPOT ON 80817 Thomsun Inn,Cochin,3.5,,,booking,2.0,Review score,"SPOT ON 80817 Thomsun Inn features air-conditioned rooms with TV in the Ernakulam district of Cochin. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk."
5655,SPOT ON 80841 Home Of Maa,Ahmedabad,1.0,,,booking,1.0,Review score,"1.9 km from Sardar Patel Stadium, SPOT ON 80841 Home Of Maa is situated in Ahmedabad and features air-conditioned rooms. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk...."
5656,SPOT ON 80869 Hotel Roshan,Jaipur,,,,booking,,,"Set within 7.1 km of Hawa Mahal - Palace of Winds and 7.7 km of City Palace, SPOT ON 80869 Hotel Roshan offers rooms with air conditioning and a private bathroom in Jaipur."
5657,SPOT ON 80871 Sai Manikanta Palace,Hyderabad,1.0,,,booking,1.0,Review score,"1.6 km from City Centre Mall, SPOT ON 80871 Sai Manikanta Palace is situated in Hyderabad and features air-conditioned rooms. This 3-star hotel offers room service, a 24-hour front desk and free WiFi...."
5658,SPOT ON 80975 Hotel Stay Inn,Jaipur,,,,booking,,,SPOT ON 80975 Hotel Stay Inn provides free WiFi throughout the property and rooms with air conditioning in Jaipur.
5659,SPOT ON 80975 Sudarshan Lodge,Nagpur,,,,booking,,,SPOT ON 80975 Sudarshan Lodge offers free WiFi throughout the property and rooms with air conditioning in Nagpur.
5660,SPOT ON 81011 Hotel The Grand Sagar,KÄnpur,,,,booking,,,"4.8 km from KÄnpur Central Station, SPOT ON 81011 Hotel The Grand Sagar is situated in KÄnpur and features air-conditioned rooms."
5661,SPOT ON 86266 Hotel Golden Lodge,Pune,3.2,,,booking,10.0,Review score,"Featuring 3-star accommodation, SPOT ON 86266 Hotel Golden Lodge is set in Pune, 14 km from Fergusson College and 15 km from Raja Dinkar Kelkar Museum. This 3-star hotel offers room service."
5662,SPOT ON 90624 Pandey Gaust House,Lucknow,,,,booking,,,"14 km from Lucknow University, SPOT ON 90624 Pandey Gaust House is set in Lucknow and offers air-conditioned rooms. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk."
5663,SPOT ON Al Nizam Guest House Near Charminar,Hyderabad,1.0,,,booking,1.0,Review score,"Featuring 3-star accommodation, SPOT ON Al Nizam Guest House Near Charminar is situated in Hyderabad, 1.1 km from Charminar and 1.1 km from Mecca Masjid."
5664,SPOT ON Ams Annex,Chennai,2.3,,,booking,4.0,Review score,"Featuring 2-star accommodation, SPOT ON Ams Annex is located in Chennai, 200 metres from Ma Chidambaram Stadium and 2.6 km from Spencer Plaza Mall."
5665,SPOT ON Angel Garden,AlÄ«garh,5.5,,,booking,2.0,Review score,SPOT ON Angel Garden is a 2-star property set in AlÄ«garh. This 2-star hotel offers a shared lounge and room service. Aligarh Muslim University is 8 km from the hotel.
5666,SPOT ON Annai Guest House Near Marina Beach,Chennai,3.8,,,booking,16.0,Review score,SPOT ON Annai Guest House Near Marina Beach features air-conditioned rooms with TV in the Triplicane district of Chennai. This 3-star hotel offers room service and a 24-hour front desk.
5667,SPOT ON Ay Hotel Near Charminar,Hyderabad,7.7,,,booking,23.0,Good,"Featuring 2-star accommodation, SPOT ON Ay Hotel Near Charminar is situated in Hyderabad, 400 metres from Charminar and 300 metres from Mecca Masjid."
5668,SPOT ON Central Inn,Chennai,2.6,,,booking,74.0,Review score,"Offering air-conditioned rooms in the Central Chennai district of Chennai, SPOT ON Central Inn is 2.8 km from Fort Museum."
5669,SPOT ON City Inn Guest House Near Airport Road Metro Station,Mumbai,1.8,,,booking,9.0,Review score,SPOT ON City Inn Guest House Near Airport Road Metro Station features air-conditioned rooms with cable TV in the Andheri district of Mumbai.
5670,SPOT ON Deccan Residency Near Birla Mandir,Hyderabad,3.3,,,booking,4.0,Review score,"Located in Hyderabad, 700 metres from City Centre Mall, SPOT ON Deccan Residency Near Birla Mandir provides rooms with air conditioning."
5671,SPOT ON Dream In Hotel,Lucknow,,,,booking,,,SPOT ON Dream In Hotel provides free WiFi throughout the property and rooms with air conditioning in Lucknow.
5672,SPOT ON Eshi Guest House Near PVR Cinemas Skywalk,Chennai,2.3,,,booking,9.0,Review score,SPOT ON Eshi Guest House Near PVR Cinemas Skywalk features air-conditioned rooms with TV in the Central Chennai district of Chennai.
5673,SPOT ON Ganpati Palace,Lucknow,4.7,,,booking,12.0,Review score,"Offering air-conditioned rooms in the Gomti Nagar district of Lucknow, SPOT ON Ganpati Palace is 14 km from Lucknow University."
5674,SPOT ON Gayatri Comforts,Bangalore,3.0,,,booking,21.0,Review score,"Situated 13 km from Yeswanthpur Railway Station, SPOT ON Gayatri Comforts offers 2-star accommodation in Bangalore and has a shared lounge."
5675,SPOT ON Grand Residency Near Marina Beach,Chennai,3.2,,,booking,25.0,Review score,"SPOT ON Grand Residency Near Marina Beach features air-conditioned rooms with TV in the Triplicane district of Chennai. This 3-star hotel offers room service, a 24-hour front desk and free WiFi."
5676,SPOT ON Grand Residency,Chennai,3.0,,,booking,55.0,Review score,"Featuring 2-star accommodation, SPOT ON Grand Residency is situated in Chennai, 2.8 km from Fort Museum and 3.1 km from Government Museum Chennai."
5677,SPOT ON Harsh Guest House,Lucknow,7.6,,,booking,5.0,Good,"Featuring 2-star accommodation, SPOT ON Harsh Guest House is located in Lucknow, 18 km from Lucknow University and 8.4 km from Indira Gandhi Pratishthan."
5678,SPOT ON Hotel Apple Tree,Indore,2.8,,,booking,29.0,Review score,Travel Sustainable property
5679,SPOT ON Hotel Apsara Guest House,Ahmedabad,1.0,,,booking,1.0,Review score,"Located within 15 km of Gandhi Ashram and 19 km of IIM, SPOT ON Hotel Apsara Guest House provides rooms with air conditioning and a private bathroom in Ahmedabad."
5680,SPOT ON Hotel Art Mahal,Jaipur,4.7,,,booking,3.0,Review score,"Featuring 2-star accommodation, SPOT ON Hotel Art Mahal is situated in Jaipur, 7.4 km from Govind Dev Ji Temple and 8.1 km from Birla Mandir Temple, Jaipur."
5681,SPOT ON Hotel Atithi Galaxy,KÄnpur,4.2,,,booking,17.0,Review score,"Situated 4.1 km from KÄnpur Central Station, SPOT ON Hotel Atithi Galaxy offers 2-star accommodation in KÄnpur and has a restaurant. This 2-star hotel offers a shared kitchen and a shared lounge."
5682,SPOT ON Hotel Bhopal Palace,Bhopal,2.0,,,booking,3.0,Review score,Travel Sustainable property
5683,SPOT ON Hotel Classic,AlÄ«garh,10.0,,,booking,1.0,Exceptional,"Located within 37 km of Aligarh Muslim University and 32 km of Mathura Railway Station, SPOT ON Hotel Classic provides rooms with air conditioning and a private bathroom in AlÄ«garh."
5684,SPOT ON Hotel Galaxy Inn,AlÄ«garh,,,,booking,,,"SPOT ON Hotel Galaxy Inn is a 3-star property set in AlÄ«garh. This 3-star hotel has air-conditioned rooms with a private bathroom. At the hotel, the rooms are fitted with a wardrobe and a TV."
5685,SPOT ON Hotel Govindam Palace,Jaipur,4.8,,,booking,36.0,Review score,Travel Sustainable property
5686,SPOT ON Hotel Kanha Residency Near Birla Mandir,Hyderabad,5.3,,,booking,32.0,Review score,"Featuring 2-star accommodation, SPOT ON Hotel Kanha Residency Near Birla Mandir is set in Hyderabad, less than 1 km from Ravindra Bharathi and a 16-minute walk from AP State Archaeology Museum."
5687,SPOT ON Hotel Karni Kripa,Jaipur,6.0,,,booking,9.0,Review score,SPOT ON Hotel Karni Kripa offers free WiFi throughout the property and rooms with air conditioning in Jaipur.
5688,SPOT ON Hotel Laxmi Vilas,Bhopal,1.0,,,booking,1.0,Review score,"Featuring 2-star accommodation, SPOT ON Hotel Laxmi Vilas is located in Bhopal, 6.1 km from Museum of Man and 6.8 km from Habibganj Station. This 2-star hotel offers a shared lounge and room service."
5689,SPOT ON Hotel Manikanta Residency,Visakhapatnam,3.4,,,booking,54.0,Review score,"Featuring 2-star accommodation, SPOT ON Hotel Manikanta Residency is set in Visakhapatnam, 3 km from Ramakrishna Beach and 11 km from Indira Gandhi Zoological Park."
5690,SPOT ON Hotel Neelam,Bareilly,2.6,,,booking,5.0,Review score,"SPOT ON Hotel Neelam is a 2-star property situated in Bareilly. This 2-star hotel offers a shared lounge and a 24-hour front desk. At the hotel, rooms have air conditioning and a TV."
5691,SPOT ON Hotel Om Shanti Palace,ChandÄ«garh,3.9,,,booking,51.0,Review score,"Featuring 2-star accommodation, SPOT ON Hotel Om Shanti Palace is set in ChandÄ«garh, 3.4 km from Mohali Cricket Stadium and 7.8 km from Sukhna Lake."
5692,SPOT ON Hotel Rajwaada Palace,Bhopal,4.2,,,booking,15.0,Review score,"Featuring 2-star accommodation, SPOT ON Hotel Rajwaada Palace is situated in Bhopal, 3.8 km from Habibganj Station and 7.4 km from Museum of Man."
5693,SPOT ON Hotel Rj14,Jaipur,10.0,,,booking,1.0,Exceptional,"Situated in Jaipur, 11 km from Govind Dev Ji Temple, SPOT ON Hotel Rj14 features rooms with air conditioning. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk."
5694,SPOT ON Hotel Rk Residency Near Charminar,Hyderabad,3.2,,,booking,39.0,Review score,"Featuring 2-star accommodation, SPOT ON Hotel Rk Residency Near Charminar is set in Hyderabad, 3.1 km from Ravindra Bharathi and 3.1 km from Charminar."
5695,SPOT ON Hotel Rudra,Bhopal,6.3,,,booking,8.0,Review score,"Featuring 2-star accommodation, SPOT ON Hotel Rudra is situated in Bhopal, 14 km from Museum of Man and 14 km from Habibganj Station. This 2-star hotel offers a 24-hour front desk."
5696,SPOT ON Hotel Shree Near Aishbagh Railway Station Near Sudarshan Cinema,Lucknow,,,,booking,,,SPOT ON Hotel Shree Near Aishbagh Railway Station Near Sudarshan Cinema offers free WiFi throughout the property and rooms with air conditioning in Lucknow.
5697,SPOT ON Hotel Tushar Lodging,Pune,5.0,,,booking,1.0,Review score,"Situated within 18 km of Raja Dinkar Kelkar Museum and 19 km of Fergusson College, SPOT ON Hotel Tushar Lodging features rooms with air conditioning and a private bathroom in Pune."
5698,SPOT ON Indrasen Farmhouse,AlÄ«garh,,,,booking,,,"Situated 32 km from Aligarh Muslim University, SPOT ON Indrasen Farmhouse features rooms with air conditioning in AlÄ«garh. This 3-star hotel offers room service and a 24-hour front desk."
5699,SPOT ON Jain Guest House,Jaipur,,,,booking,,,"Featuring 2-star accommodation, SPOT ON Jain Guest House is located in Jaipur, 4.4 km from Jalmahal and 5.8 km from Jantar Mantar, Jaipur."
5700,SPOT ON Janapriya Lodge Near Hare Krishna Hill,Bangalore,3.8,,,booking,34.0,Review score,"Featuring 2-star accommodation, SPOT ON Janapriya Lodge Near Hare Krishna Hill is set in Bangalore, 400 metres from Yeswanthpur Railway Station and 2.5 km from Indian Institute of Science, Bangalore."
5701,SPOT ON Jayanthi Mansion Near Albert Theatres,Chennai,3.0,,,booking,1.0,Review score,"Featuring 2-star accommodation, SPOT ON Jayanthi Mansion Near Albert Theatres is set in Chennai, 2.9 km from Fort Museum and 4.8 km from Ma Chidambaram Stadium."
5702,SPOT ON Jeyam Guest House,Chennai,2.7,,,booking,23.0,Review score,"Featuring 2-star accommodation, SPOT ON Jeyam Guest House is situated in Chennai, 6.8 km from Government Museum Chennai and 7.1 km from Spencer Plaza Mall."
5703,SPOT ON Kanpur Deluxe,KÄnpur,1.0,,,booking,3.0,Review score,"Set 4.4 km from KÄnpur Central Station, SPOT ON Kanpur Deluxe offers rooms with air conditioning in KÄnpur. This 2-star hotel offers a 24-hour front desk. The units in the hotel are equipped with a..."
5704,SPOT ON Kukas Guest House,Jaipur,5.3,,,booking,11.0,Review score,"Set in the Amer district in Jaipur, SPOT ON Kukas Guest House offers 2-star rooms with free WiFi. The property is situated 5.1 km from Amber Fort, 5.3 km from Seesh Mahal and 8.7 km from Jalmahal."
5705,SPOT ON M B R Guest House Near Ascendas Park Square Mall,Bangalore,1.0,,,booking,2.0,Review score,"Featuring 3-star accommodation, SPOT ON M B R Guest House Near Ascendas Park Square Mall is set in Bangalore, 13 km from The Heritage Centre & Aerospace Museum and 19 km from Commercial Street."
5706,SPOT ON M V Room's & Banquet Near Chaudhary Charan Singh International Airport,Lucknow,,,,booking,,,"Situated in Lucknow, 13 km from Lucknow University, SPOT ON M V Room's & Banquet Near Chaudhary Charan Singh International Airport features rooms with air conditioning."
5707,SPOT ON Manshi Hotel,Jaipur,5.0,,,booking,1.0,Review score,"Featuring 3-star accommodation, SPOT ON Manshi Hotel is set in Jaipur, 8.1 km from Amber Fort and 8.2 km from Seesh Mahal."
5708,SPOT ON Megha Paradise And Guest House,Jaipur,,,,booking,,,"Featuring 3-star accommodation, SPOT ON Megha Paradise And Guest House is located in Jaipur, 29 km from Hawa Mahal - Palace of Winds and 30 km from City Palace."
5709,SPOT ON Mishra Bhawan,Lucknow,6.0,,,booking,11.0,Review score,"Set 14 km from Lucknow University, SPOT ON Mishra Bhawan offers rooms with air conditioning in Lucknow."
5710,SPOT ON Motel Haryana,ChandÄ«garh,5.4,,,booking,66.0,Review score,"8.7 km from Rock Garden, SPOT ON Motel Haryana is situated in ChandÄ«garh and features air-conditioned rooms. This 2-star hotel offers room service and a 24-hour front desk."
5711,SPOT ON Nanki Palace,Ajmer,5.9,,,booking,101.0,Review score,"Featuring 2-star accommodation, SPOT ON Nanki Palace is situated in Ajmer, 2.7 km from Ajmer Junction and 3.5 km from Ajmer Sharif."
5712,SPOT ON New Sangam Lodging & Boarding,Pune,,,,booking,,,"23 km from University of Pune, SPOT ON New Sangam Lodging & Boarding is located in Pune and provides air-conditioned rooms. This 3-star hotel offers room service and a 24-hour front desk."
5713,SPOT ON Om Hotel & Restaurant,Agra,,,,booking,,,"11 km from Taj Mahal, SPOT ON Om Hotel & Restaurant is located in Agra and provides air-conditioned rooms. This 3-star hotel offers room service, a 24-hour front desk and free WiFi."
5714,SPOT ON Platinum Inn,Jaipur,2.7,,,booking,32.0,Review score,"Offering air-conditioned rooms in the Civil Lines district of Jaipur, SPOT ON Platinum Inn is 1.9 km from Jaipur Railway Station. This 2-star hotel offers a shared kitchen and room service."
5715,SPOT ON Prayag Vimla Banquet Hall,KÄnpur,,,,booking,,,"Situated in KÄnpur, 4.6 km from KÄnpur Central Station, SPOT ON Prayag Vimla Banquet Hall features rooms with air conditioning."
5716,SPOT ON Ren Basera Guest House,Bareilly,4.2,,,booking,11.0,Review score,Travel Sustainable property
5717,SPOT ON Sajjan Comfort Near Lalbagh Botanical Garden,Bangalore,,,,booking,,,"Located in Bangalore, 1.6 km from Bangalore City Railway Station, SPOT ON Sajjan Comfort Near Lalbagh Botanical Garden provides rooms with air conditioning."
5718,SPOT ON Sana Guest House,Lucknow,,,,booking,,,"Featuring 3-star accommodation, SPOT ON Sana Guest House is located in Lucknow, 14 km from Lucknow University and 11 km from Lucknow Junction Railway Station. This 3-star hotel offers free WiFi."
5719,SPOT ON Searenity Kashid Villa,Alibag,5.5,,,booking,2.0,Review score,"Set 100 metres from Kashid Beach, SPOT ON Searenity Kashid Villa offers rooms with air conditioning in Alibag. All guest rooms in the hotel are fitted with a TV."
5720,SPOT ON Shree Agarwal's Hotel,Jaipur,7.5,,,booking,19.0,Good,"Featuring 2-star accommodation, SPOT ON Shree Agarwal's Hotel is situated in Jaipur, less than 1 km from Jaipur Railway Station and 4 km from City Palace. This 2-star hotel offers room service."
5721,SPOT ON Sr Spring Residency Near Pvr Spi Palazzo Chennai,Chennai,5.5,,,booking,13.0,Review score,"Situated within 5.1 km of Pondy Bazaar and 6.8 km of Spencer Plaza Mall, SPOT ON Sr Spring Residency Near Pvr Spi Palazzo Chennai features rooms with air conditioning and a private bathroom in..."
5722,SPOT ON Sri Ranganatha Boarding And Lodging,Bangalore,2.5,,,booking,2.0,Review score,"Featuring 3-star accommodation, SPOT ON Sri Ranganatha Boarding And Lodging is located in Bangalore, 11 km from Bangalore City Railway Station and 13 km from Yeswanthpur Railway Station."
5723,SPOT ON Sri Sai Lohith Lodge Near Snow World,Hyderabad,2.8,,,booking,5.0,Review score,"3.7 km from Snow World, SPOT ON Sri Sai Lohith Lodge Near Snow World is set in Hyderabad and offers air-conditioned rooms. This 3-star hotel offers room service and a 24-hour front desk."
5724,SPOT ON Sriram Guest House,Nashik,4.6,,,booking,5.0,Review score,"Featuring 2-star accommodation, SPOT ON Sriram Guest House is set in Nashik, 600 metres from Nashik Road Station and 8.3 km from Sundarnarayan Temple."
5725,SPOT ON The Ariya Magecity,Kolkata,,,,booking,,,"Situated in Kolkata, 17 km from Sealdah Railway Station, SPOT ON The Ariya Magecity features rooms with air conditioning."
5726,SPOT ON The Raj Hotel & Restaurant,AlÄ«garh,,,,booking,,,"19 km from Aligarh Muslim University, SPOT ON The Raj Hotel & Restaurant is situated in AlÄ«garh and features air-conditioned rooms. This 3-star hotel offers room service and a 24-hour front desk."
5727,SPOT ON Vinodam Residency,Alleppey,4.5,,,booking,8.0,Review score,"Located 4 km from Mullakkal Rajarajeswari Temple, SPOT ON Vinodam Residency provides rooms with air conditioning in Alleppey. This 3-star hotel offers room service and a 24-hour front desk."
5728,SPOT ON Yashraj Lodge,Pune,,,,booking,,,"Featuring 3-star accommodation, SPOT ON Yashraj Lodge is set in Pune, 30 km from Darshan Museum and 31 km from Pune Railway Station. This 3-star hotel has air-conditioned rooms with a private..."
5729,Spree Hotel Aurangabad,Aurangabad,8.3,,,booking,22.0,Very good,Travel Sustainable property
5730,Spree Hotel Jaipur,Jaipur,7.7,,,booking,24.0,Good,Travel Sustainable property
5731,Spring Field Billets,Cochin,7.3,,,booking,20.0,Good,Spring Field Billets is a hotel situated in Cochin. Popular points of interest around the property include Kochi Biennale and Aster Medcity.
5732,Spring Resort & lodging,Mumbai,,,,booking,,,"Located in Mumbai, 800 metres from Manori Aum Beach, Spring Resort & lodging provides accommodation with a garden, free private parking and a restaurant."
5733,Springs Hotels and Spa,Bangalore,6.5,,,booking,95.0,Review score,Travel Sustainable property
5734,SQUARE INN,Bangalore,6.7,,,booking,23.0,Review score,"Situated in Bangalore, 32 km from Indian Institute of Science, Bangalore, SQUARE INN features accommodation with a fitness centre, free private parking, a garden and a terrace."
5735,SQUARSTAY HOTEL,Bangalore,9.5,,,booking,4.0,Exceptional,"Featuring city views, a terrace and free WiFi, SQUARSTAY HOTEL is located in Bangalore, 6.9 km from Forum Mall, Koramangala and 11 km from Brigade Road."
5736,SR Hotel,Ayodhya,6.5,,,booking,4.0,Review score,"Set in Ayodhya, 8 km from Faizabad Railway Station, SR Hotel offers accommodation with a garden, free private parking and a terrace. This 3-star hotel offers room service and a 24-hour front desk."
5737,Sree Devi Niwas,Chennai,8.3,,,booking,69.0,Very good,Travel Sustainable property
5738,Sree Kanya Lodge,Visakhapatnam,5.0,,,booking,1.0,Review score,"Located in Visakhapatnam, within 11 km of Indira Gandhi Zoological Park and 500 metres of Daba Gardens, Sree Kanya Lodge provides accommodation with a restaurant and as well as free private parking..."
5739,SREE PARIJATHA GRAND,Bangalore,4.6,,,booking,5.0,Review score,"Featuring 3-star accommodation, SREE PARIJATHA GRAND is located in Bangalore, 1.6 km from Yeswanthpur Railway Station and 4 km from Indian Institute of Science, Bangalore."
5740,Sree SKML Beach Guest House ! Vizag,Visakhapatnam,10.0,,,booking,1.0,Exceptional,"Featuring 3-star accommodation, Sree SKML Beach Guest House! Vizag is situated in Visakhapatnam, a few steps from Ramakrishna Beach and 9.1 km from Indira Gandhi Zoological Park."
5741,Sreedevi Residency,Chennai,8.1,,,booking,136.0,Very good,Travel Sustainable property
5742,Sreelayam,Cochin,1.0,,,booking,2.0,Review score,"Located in Cochin, 14 km from Cochin Shipyard, 3.9 km from Edappally Church and 4.7 km from Travancore Chemicals Industries, Sreelayam provides accommodation with a balcony and free WiFi."
5743,Sri Durgamba Lodge,Bangalore,7.7,,,booking,38.0,Good,"Ideally located in the Gandhi nagar district of Bangalore, Sri Durgamba Lodge is set 2.6 km from Indira Gandhi Musical Fountain Park, 2.7 km from Cubbon Park and less than 1 km from Bangalore City..."
5744,Sri Kumara Lodge,Bangalore,7.4,,,booking,69.0,Good,Travel Sustainable property
5745,Sri Raghavendra Inn,Visakhapatnam,6.5,,,booking,232.0,Review score,"Set in Visakhapatnam, within 2.6 km of Ramakrishna Beach and 11 km of Indira Gandhi Zoological Park, Sri Raghavendra Inn offers accommodation with a terrace and free WiFi throughout the property as..."
5746,SRI SAI GUEST House,Hyderabad,,,,booking,,,"SRI SAI GUEST House, a property with a terrace, is set in Hyderabad, 3.9 km from ISB, 9.4 km from Golkonda Fort, as well as 11 km from City Centre Mall."
5747,SRI VIGNESH RESIDENCY,Chennai,7.6,,,booking,22.0,Good,Travel Sustainable property
5748,Srinidhi Residency Murugeshpalya,Bangalore,5.6,,,booking,10.0,Review score,"Located 3.5 km from The Heritage Centre & Aerospace Museum, Srinidhi Residency Murugeshpalya provides accommodation with free WiFi and free private parking."
5749,Srinivas Nilayam,Hyderabad,5.5,,,booking,2.0,Review score,Travel Sustainable property
5750,SRP The Pavilion,Chennai,8.0,,,booking,1.0,Very good,"Located in Chennai, 5 km from Arignar Anna Zoological Park, SRP The Pavilion provides accommodation with a shared lounge, free WiFi, a shared kitchen, and room service."
5751,SRR HOMES,Hyderabad,,,,booking,,,"Situated 3.4 km from Ravindra Bharathi and 4 km from AP State Archaeology Museum in Hyderabad, SRR HOMES offers accommodation with a kitchen."
5752,"SRS Suite - Koramangala,",Bangalore,4.0,,,booking,3.0,Review score,"SRS Suite - Koramangala, features city views, free WiFi and free private parking, located in Bangalore, less than 1 km from Forum Mall, Koramangala."
